id,name,desc,type,clazz,rarity,cost,combo,price,level,exp,bHp,bAtk,bRcv,mHp,mAtk,mRcv,specName,specDesc,capName,capDesc
2,Monkey D. Luffy Gum-Gum Pistol,"Leader of the Straw Hat Pirates, his goal is to become Pirate King. After eating the Gum- Gum Fruit, he sharpened his fighting skills for 10 years before leaving Fushia Village.",1,1,3,4,6,150,20,26184,130,76,14,510,249,49,Gum-Gum Pistol,7x character's ATK in STR damage to one enemy,Gum-Gum Power,STR type characters' ATK x 1.5
4,Monkey D. Luffy Gear 2,"Leader of the Straw Hat Pirates. After being defeated by Aokiji, he developed a technique called ""Gear"" that temporarily boosts his strength.",1,1,5,15,8,200,99,3000000,902,473,74,1772,1313,227,Gum-Gum Twin Jet Pistol,25x character's ATK in STR damage to one enemy,Doping Power,STR type characters' ATK x 2
221,Nami Happiness Punch,"The navigator for the Straw Hat Pirates. Her Happiness Punch can floor any man in a single strike, and she charges 100,000 berries per person.",5,3,5,22,4,200,99,4000000,1044,377,94,1990,949,168,Happiness Punch,Change [PSY] Slots to [INT],Navigator Gone Wild,Boost INT character's ATK by 2.5x
21,Tony Tony Chopper,"A reindeer that ate the Human- Human Devil Fruit. He can change into beast form, human form or a hybrid form. His goal is to become a doctor who can cure any illness.",4,1,3,4,5,150,20,26184,52,40,39,294,144,120,Hearty Yell,Changes neighboring character's slot to [RCV] slot,Blue-Nosed Doctor,PSY type characters' RCV x 1.2
22,Tony Tony Chopper Heavy Point,"Straw Hat Pirates doctor. A reindeer that ate the Human-Human Devil Fruit. When he uses Heavy Point, he becomes much larger and stronger.",4,1,4,9,5,200,50,392109,306,213,78,754,622,207,Heavy Gong,15x character's ATK in PSY damage to one enemy,Cure-All Doctor [PSY],PSY type characters' RCV x 1.5
24,Tony Tony Chopper Arm Point,"Straw Hat Pirate doctor. A reindeer that ate a Devil Fruit, the Human-Human Fruit. His arms and upper body become massively powerful allowing him to unleash furious strikes.",1,1,4,9,4,200,50,392109,356,260,54,868,820,122,Hoofprint Roseo,"For 2 turns, halves all enemies' DEF",Cure-All Doctor [STR],STR type characters' RCV x 1.5
25,Tony Tony Chopper Horn Point,"Straw Hat Pirates doctor. A reindeer that ate a Devil Fruit, the Human-Human Fruit. With Horn Point, his horns are powered up, allowing him to do powerful horn attacks.",3,1,4,9,6,200,50,392109,414,306,29,958,856,95,Horn Point Roseo Colonnade,7x character's ATK in QCK damage to all enemies,Cure-All Doctor [QCK],QCK type characters' RCV x 1.5
212,Mr. 9 Hot Blooded Bat,An agent of the shadowy Baroque Works organization who wields a pair of bats. He rose to defend his old partner Ms. Wednesday after an assassin was sent to kill her for treason.,3,3,3,13,5,200,70,1066998,408,249,99,1011,590,240,Hot Blooded Bat,5x character's ATK in QCK damage to one enemy,Twin Acrobatter,Boosts ATK of Striker-type characters by 1.5x
19,Chef Sanji Hot Rock Stew,"Straw Hat Pirates chef. He has a weakness for women. On the Sky Islands, he's able to create impressive meals even without proper cooking facilities. ",3,1,4,9,4,200,50,392109,494,191,54,986,500,209,Hot Rock Stew,Heals character HP by 10x their RCV,Kicking Cook,QCK type characters' ATK x 1.5
120,Pistol Bandit,Mountain bandit and underling of Higuma. He was no match at all for Benn Beckman and the Red Hair Pirates.,1,4,1,1,5,30,20,8728,17,14,28,105,57,104,Hyper Shot,5x character's ATK in Character-type damage to all enemies,None,None
136,Shooter Group Cabin Boy Red Pirates,Pirate new recruit. Thinks his powerful pistol is cool.,1,4,1,3,6,50,10,2330,41,19,24,129,57,78,Hyper Shot,5x character's ATK in Character-type damage to all enemies,None,None
140,Shooter Group Cabin Boy Black Pirates,Pirate new recruit. Thinks attacking from behind is the ultimate attack.,5,4,1,3,6,50,10,2330,41,22,23,139,64,74,Hyper Shot,5x character's ATK in Character-type damage to all enemies,None,None
157,Shooter Group Crew Red Pirates,Pirate fighter. Super proud that he can handle his high-powered pistol with just one hand.,1,4,2,7,5,100,30,57558,75,23,60,289,118,202,Hyper Shot,5x character's ATK in Character-type damage to all enemies,None,None
161,Shooter Group Crew Black Pirates,Pirate fighter. Always researching the most effective ways to become a better shooter.,5,4,2,7,5,100,30,57558,75,29,58,299,155,198,Hyper Shot,5x character's ATK in Character-type damage to all enemies,None,None
178,Pistol Fishman Arlong crewmember,Arlong Pirate Fishman crewmember. Fishmen are born with the strength of 10 humans.,4,4,2,7,5,100,30,57558,72,36,28,523,216,134,Hyper Shot,5x character's ATK in Character-type damage to all enemies,None,None
27,Higuma,Mountain bandit leader near Fushia Village. He had an 8 million Beli bounty on his head and was eaten by a Neptunian after fleeing from the Red-Hair Pirates. ,3,2,2,8,5,50,35,45389,132,87,29,692,323,99,Hyper Slash,10x character's ATK in Character-type damage to one enemy,Bandit Boss's Order,QCK type characters' HP x 1.2
119,Sword Bandit,"Mountain bandit and underling of Higuma. Just like his leader, Higuma, he was making fun of Shanks and his crew.",2,2,1,1,5,30,20,8728,77,41,9,348,140,41,Hyper Slash,10x character's ATK in Character-type damage to one enemy,None,None
126,Slasher Group Cabin Boy Red Pirates,"Pirate new recruit. Bashes rather than slashes, so he tends to nick his blade a lot.",1,2,1,3,6,50,15,7532,69,47,10,333,134,28,Hyper Slash,10x character's ATK in Character-type damage to one enemy,None,None
130,Slasher Group Cabin Boy Black Pirates,"Pirate new recruit. Considering coating his sword with poison, but is afraid he might stick himself.",5,2,1,3,6,50,15,7532,65,49,10,341,136,25,Hyper Slash,10x character's ATK in Character-type damage to one enemy,None,None
147,Slasher Group Crew Red Pirates,Pirate fighter. Thinks two swords give him perfect attack and defense.,1,2,2,7,5,100,35,90778,178,90,19,645,406,79,Hyper Slash,10x character's ATK in Character-type damage to one enemy,None,None
151,Slasher Group Crew Black Pirates,Pirate fighter. Loves to make his enemies go crazy.,5,2,2,7,5,100,35,90778,176,100,16,695,384,78,Hyper Slash,10x character's ATK in Character-type damage to one enemy,None,None
176,Sword Fishman Arlong crewmember,"Arlong Pirate Fishman crewmember. He challenges the Straw Hat Pirates but is blown away by Luffy and the sea cow, Momoo.",2,2,2,7,5,100,30,57558,92,44,22,585,245,114,Hyper Slash,10x character's ATK in Character-type damage to one enemy,None,None
135,Striker Group Cabin Boy Black Pirates,Pirate new recruit. Searches for his enemies' weak points.,5,3,1,1,6,50,10,2330,73,57,10,261,127,26,Hyper Spiral,10x character's ATK in Character-type damage to one enemy,None,None
156,Striker Group Crew Black Pirates,Pirate fighter. Thinking about remodeling his weapon so he can do surprise attacks.,5,3,2,5,5,100,25,33626,188,87,18,465,342,65,Hyper Spiral,10x character's ATK in Character-type damage to one enemy,None,None
177,Spear Fishman Arlong crewmember,"Arlong Pirate Fishman crewmember. He captured Zoro when he came to save Nami, but is defeated while Arlong was away.",3,3,2,7,5,100,30,57558,82,46,23,553,246,119,Hyper Spiral,10x character's ATK in Character-type damage to one enemy,None,None
28,Master of the Near Sea,"Neptunian near Fushia Village. He attacked Luffy but ran away afterward, frightened by Shanks' withering gaze.",1,1,2,20,5,150,35,90778,500,350,80,550,400,100,Hyper Straight,10x character's ATK in Character-type damage to one enemy,Tusks of the Neptunian,Fighter-class characters' ATK x 1.2
49,Iron Fist Fullbody,"Navy officer ""Iron Fist Fullbody"". He was embarrassed when he was corrected by Sanji during a date on the Baratie. When he retaliated by ruining Sanji's meal, he was beaten down for it.",1,1,2,3,6,100,15,7532,103,100,49,153,160,84,Hyper Straight,10x character's ATK in Character-type damage to one enemy,Knuckle Duster,STR type characters' ATK x 1.5
121,Fighter Group Cabin Boy Red Pirates,Pirate new recruit. Famous for his strength in his hometown.,1,1,1,2,6,50,10,2330,79,54,6,327,141,17,Hyper Straight,10x character's ATK in Character-type damage to one enemy,None,None
125,Fighter Group Cabin Boy Black Pirates,Pirate new recruit. Always likes to fight dirty.,5,1,1,2,6,50,10,2330,83,61,3,345,153,10,Hyper Straight,10x character's ATK in Character-type damage to one enemy,None,None
142,Fighter Group Crew Red Pirates,Pirate fighter. Proud of the muscles he gained from carrying cargo.,1,1,2,6,5,100,30,57558,200,103,10,707,428,29,Hyper Straight,10x character's ATK in Character-type damage to one enemy,None,None
146,Fighter Group Crew Black Pirates,Pirate fighter. Thinks it's okay to do anything to win.,5,1,2,6,5,100,30,57558,202,108,8,695,440,27,Hyper Straight,10x character's ATK in Character-type damage to one enemy,None,None
175,Karate Fishman Arlong crewmember,Arlong Pirate Fishman crewmember. He thinks of humans as inferior.,1,1,2,7,6,100,30,57558,70,49,24,547,258,116,Hyper Straight,10x character's ATK in Character-type damage to one enemy,None,None
234,Mr. 8 Igarappapa,"Once an agent for the shadowy Baroque Works organization, he was actually captain of the Alabasta royal guard, infiltrating Baroque Works alongside Princess Vivi. When they were unmasked, he left Vivi in the Straw Hats' hands and disguised himself as the princess instead.",4,4,3,13,5,200,70,1066998,500,186,120,1286,433,230,Igarappapa,5x character's ATK in PSY damage to all foes,Captain of the Guard's Heart,Boosts HP of PSY characters by 2x
223,Usopp Impact,The sniper of the Straw Hat Pirates. A crack shot with nimble fingers and a unique gift for making up lies. The special shells he took back from Skypiea are used on his and Nami's equipment.,4,4,4,18,6,200,70,1066998,733,361,97,1185,669,265,Impact,Boost PSY attacks 2x for 1 turn,Brave Sea Sniper,Boost PSY character's ATK by 1.5x
29,Iron-Mace Alvida,"Leader of the Alvida Pirates. Nicknamed ""Iron Mace Alvida"", she thinks she is the most beautiful on the high seas.",1,3,3,10,5,250,50,392109,184,154,5,1412,755,61,Iron Mace Beauty,7x character's ATK in STR damage to one enemy,Rough Body,STR ATK to character reduced by 30%
122,Fighter Group Cabin Boy Blue Pirates,Pirate new recruit. Confident in his ability to flee.,3,1,1,2,6,50,10,2330,85,51,6,349,133,16,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
124,Fighter Group Cabin Boy Yellow Pirates,"Pirate new recruit. Plenty of fighting spirit, but expends a lot of wasted effort.",4,1,1,2,6,50,10,2330,77,49,8,315,126,24,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
141,Cannoneer Cabin Boy,Pirate new recruit. Started handling cannons after he joined. He loves to eat--and it shows. ,5,4,1,4,5,50,20,17456,98,80,1,523,280,3,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
143,Fighter Group Crew Blue Pirates,Pirate fighter. Great sense of balance from working in the rigging.,3,1,2,6,5,100,30,57558,220,93,10,727,412,31,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
145,Fighter Group Crew Yellow Pirates,Pirate fighter. He's learned patience from scrubbing the deck daily.,4,1,2,6,5,100,30,57558,190,90,16,695,398,41,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
162,Cannoneer Skilled,"Pirate fighter. A skilled cannoneer. His motto is ""Drink big, shoot big"".",5,4,2,12,5,100,50,261406,203,105,3,1350,550,30,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
170,Fighter Group Leader,Pirate who excels at hand-to-hand combat. He has the physical strength to justify the bounty on his head.,1,1,3,7,6,200,40,202218,208,97,23,982,457,104,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
171,Slasher Group Leader,Pirate who excels at sword fighting. Very powerful fighter who formed his own pirate group in the past.,2,2,3,7,5,200,45,286773,166,82,35,922,397,184,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
172,Striker Group Leader,Pirate who excels at axe fighting. Brutal fighter who loves to chop up people.,3,3,3,7,5,200,35,136167,200,80,30,828,291,135,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
173,Shooter Group Leader,Pirate who excels at sharpshooting. His prey can't escape the aim of his double pistols.,4,4,3,7,5,200,40,202218,128,41,55,508,253,251,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
174,Assassin Master,Pirate who excels at assassination. He uses a bowgun to take out his targets.,5,4,3,7,5,200,50,392109,224,119,13,1532,557,79,Iron Shield,"For 1 turn, reduces damage taken by 20%",None,None
231,Hina,"Captain at the Navy HQ. She is friends with Smoker, who joined the Navy alongside her. Unlike the troublemaking Smoker, she has been an exemplary officer. Fullbody and her other underlings have a crush on her, but she coldly turns them away.",3,1,3,12,5,300,50,392109,154,73,42,1176,495,187,Kimono Sleeve Cage,Keep all allies' Slots locked for 1 turn,Black Spear Formation,QCK type characters' ATK x 2
232,Black Cage Hina,"Navy HQ captain and user of the Bind- Bind Fruit, which turns her body into an iron cage to entrap her foes with. After the fall of Baroque Works, she ambushed the Straw Hats as they tried to leave Alabasta.",3,1,4,18,4,300,99,3000000,1088,422,149,2270,905,300,Kimono Sleeve Cage,Keep all allies' Slots locked for 1 turn,Black Spear Formation,QCK type characters' ATK x 2
13,Usopp,"Young man who formed the Usopp Pirates. He wants to become a ""brave warrior of the sea"" like his father, Yasopp. His daily lies help awaken the residents of Syrup Village each morning.",4,4,3,4,5,150,20,26184,50,32,42,322,127,121,Liar,Delays all enemies' attacks for 1 turn,Lying Sniper,Shooter-class characters' ATK x 1.2
165,Knuckle Punk Black Cat Pirates,Black Cat Pirates crewmember. He gets angry when Captain Kuro's plans don't go according to schedule.,1,1,2,6,6,50,25,33626,30,129,2,267,612,3,Light Healing,Heals character by 5x their RCV,None,None
166,Saber Punk Black Cat Pirates,Black Cat Pirates crewmember. He gets powered up by Django's hypnosis.,2,2,2,6,5,50,25,33626,42,120,3,295,592,5,Light Healing,Heals character by 5x their RCV,None,None
167,Halberd Punk Black Cat Pirates,Black Cat Pirates crewmember. He tried to attack Syrup Village following Captain Kuro's plan.,3,3,2,6,5,50,25,33626,32,122,4,277,598,6,Light Healing,Heals character by 5x their RCV,None,None
168,Pistol Punk Black Cat Pirates,"Black Cat Pirates crewmember. He keeps getting hit by Captain Kuro's ""Death Scoop"" over and over.",4,4,2,6,5,50,25,33626,30,117,6,269,569,17,Light Healing,Heals character by 5x their RCV,None,None
169,Cannoneer Punk Black Cat Pirates,Black Cat Pirates crewmember. He loves to wear black cat ears.,5,4,2,6,5,50,25,33626,26,137,0,267,621,0,Light Healing,Heals character by 5x their RCV,None,None
180,Saber Apprentice Navy,"Navy Seaman Apprentice. Until he joined the navy, he thought ""Saber"" was a kind of food.",2,2,1,4,6,50,20,17456,45,75,13,293,194,44,Light Healing,Heals character by 5x their RCV,None,None
182,Pistol Apprentice Navy,"Navy Seaman Apprentice. During combat, he's always worried about accidentally hitting an ally.",4,4,1,3,6,50,15,7532,49,16,32,105,72,96,Light Healing,Heals character by 5x their RCV,None,None
185,Saber Seaman Navy,"Navy Seaman. Skilled at sword fighting, so he uses a saber. Just for once, he wants to try using a katana. ",2,2,2,6,5,100,35,90778,75,101,26,512,322,84,Light Healing,Heals character by 5x their RCV,None,None
187,Pistol Seaman Navy,"Navy Seaman. A great marksman, his weapon is a pistol. To maintain his good vision, he eats lots of carrots.",4,4,2,6,5,100,25,33626,75,23,52,139,100,170,Light Healing,Heals character by 5x their RCV,None,None
195,Saber Ensign Navy HQ,"Navy HQ ensign. He wears a white coat with ""Justice"" written on the back. He wears his scabbard so that he can draw his saber smoothly.",2,2,3,9,6,200,50,392109,424,229,51,800,467,131,Light Healing,Heals character by 5x their RCV,Art of Justice,DEX type characters' RCV x 1.5
197,Pistol Ensign Navy HQ,"Navy HQ ensign. He wears a white coat with ""Justice"" written on the back. He counts stars to train his eyesight.",4,4,3,9,6,200,50,392109,121,70,145,275,191,320,Light Healing,Heals character by 5x their RCV,Heart of Justice,PSY ATK to character reduced by 20%
219,Roronoa Zoro Lion's Song,"The swordsman of the Straw Hat Pirates. Often fights with three swords at once, although he also boasts many single and dual-sword skills. For this single-sword technique, he follows his foe's breathing to unleash a powerful slash.",2,2,5,22,6,200,99,4000000,1882,538,10,3558,1038,32,Lion's Song,25x character's ATK in DEX damage to 1 foe,Slashing at Air,Greatly cut damage taken when HP is full
61,Choo,"Arlong Pirates officer and smelt Fishman. He has the habit of saying ""Smek"" at the end of his sentences. He ran down Usopp by firing a powerful blast of water from his mouth.",5,4,3,9,5,200,50,392109,110,71,49,768,492,256,Lip-O-Cannon,5x character's ATK in INT damage to all enemies,Water Gun Master,Shooter-class characters' HP x 1.5
58,Don Krieg Poison Gas Bomb MH5,"Commander of the Krieg Pirates. Equipped with every type of weapon, he tries to crush enemies with overwhelming power. He cruelly uses his own allies to achieve victory. ",5,4,4,15,4,300,99,3000000,1276,553,74,2734,1057,172,MH5,Poisons all enemies,Wootz Steel Armor and Shield,ATK reduced by 20%
11,Nami Mirage tempo,Straw Hat Pirates navigator. She asked Usopp to make her a bo staff as a weapon to fight the powerful enemies in Alabasta.,5,3,4,9,5,200,50,392109,348,201,75,840,543,219,Mirage Tempo,Neutralize INT attacks for 1 turn,Sly Navigator,INT ATK x 1.5
224,Mr. Prince Mutton Shot,"The name Sanji called himself when he spoke to Crocodile. He infiltrated Rain Dinners to save Luffy and his crew, and contacted Miss All Sunday's Baby Transponder Snail to lure out Crocodile.",3,1,3,12,4,150,35,136167,276,108,32,1144,457,107,Mutton Shot,15x character's ATK in SPD damage to 1 foe,Conniving Cook,Score 2 Perfects in a row to boost character's ATK by 2x
64,Six-Sword Hachi,Arlong Pirates officer and octopus Fishman. He is a Six-Sword Style practitioner with each sword weighing 300kg. He's a good person who doesn't hate anyone.,2,2,4,11,8,200,70,1066998,542,338,88,986,638,288,New Year's Open Body Slam,10x character's ATK in DEX damage to all enemies,Six-Sword Style Master,DEX ATK to character reduced by 50%
199,Mr. 5 Nez-Palm Cannon,"Baroque Works officer agent. With the Bomb-Bomb Fruit, he is able to make any part of his body explode. He tried to kill Vivi when she found out Mr. 0's true identity.",1,1,3,11,5,100,35,136167,82,142,31,752,602,124,Nez-Palm Cannon,15x character's ATK in STR damage to one enemy,Human Bomb,STR type characters' ATK x 1.5
31,Coby,"Alvida Pirates cabin boy and navigator. Thinking it was a fishing boat, he boarded a pirate ship and was forced to become their cabin boy. He was too frightened of the crew to run away.",4,1,2,4,5,100,25,50439,70,25,32,166,70,120,None,None,Bold Determination,"After turn, RCV x 2 healed in HP"
33,Helmeppo,"Son of Axe-Hand Morgan. With the authority of his father, he ran amok in town. After Luffy found out he lied to Zoro, he beat him up for it.",5,4,2,4,5,100,25,50439,62,62,21,308,242,39,None,None,Parent's Coat-Tails,INT ATK to character reduced by 30%
51,Carne,"Cook and member of the ""Gangster Combo"" with Patty. He pilots a naval weapon called ""Mackerel Head #1"". Along with Patty, he often challenges Sanji but is always beaten.",3,2,2,9,5,100,50,261406,94,91,34,650,428,169,None,None,Sea Chef,"After turn, RCV x 3 healed in HP"
53,Gin,"Pirate captured by the Navy who managed to escape. When he arrived at Baratie, he was starving and near death. He was thrown out by Patty but Sanji fed him and saved his life.",3,4,2,8,5,100,35,90778,148,94,24,618,363,98,None,None,Underling Spirit,QCK ATK to character reduced by 30%
55,Pearl,"Krieg Pirates second unit commander. He's called ""Pearl the Iron Wall"" for his strong defense that's capable of withstanding cannons. He has won every battle unscathed without shedding a single drop of blood. ",1,3,2,8,5,100,35,90778,198,84,19,956,296,64,None,None,Iron-Wall Shield Man,STR ATK to character reduced by 30%
63,Hatchan,"Arlong Pirates officer and octopus Fishman. Unlike other Fishmen, he doesn't have a bad impression of humans.",2,2,3,8,8,200,35,136167,88,88,47,588,387,143,None,None,Six-Sword Style User,DEX ATK to character reduced by 30%
78,Red Robber Penguin,Penguin with a penchant for stealing. Be careful when approaching it as it may suddenly head butt you.,1,6,1,1,5,100,1,0,20,10,20,20,10,20,None,None,None,None
79,Blue Robber Penguin,"Penguin with a penchant for stealing. It has a calm temperament and sleeps a lot. If woken, it gets quite vicious and will attack.",3,6,1,1,5,100,1,0,20,10,20,20,10,20,None,None,None,None
80,Green Robber Penguin,"Penguin with a penchant for stealing. Always on high alert, when it sees a human, it tries to intimidate them.",2,6,1,1,5,100,1,0,20,10,20,20,10,20,None,None,None,None
81,Yellow Robber Penguin,"Penguin with a penchant for stealing. Normally quiet and absent-minded, when it is hungry it can become the most violent of all penguins.",4,6,1,1,5,100,1,0,20,10,20,20,10,20,None,None,None,None
82,Black Robber Penguin,"Penguin with a penchant for stealing. Though it doesn't particularly want the items, it will attack viciously if they are taken back.",5,6,1,1,5,100,1,0,20,10,20,20,10,20,None,None,None,None
83,Rainbow Robber Penguin,Penguin with a penchant for stealing. Very little is known about them since they rarely show themselves to humans.,5,6,3,1,5,100,1,0,20,20,50,20,20,50,None,None,None,None
84,Red Pirate Penguin,"Evolved form of Red Robber Penguin. It often carries its favorite food, Bluefin tuna. It loves to play and, if approached, will swing the fish in excitement. ",1,6,2,3,6,120,1,0,30,20,180,30,20,180,None,None,None,None
85,Blue Pirate Penguin,"Evolved form of Blue Robber Penguin. Almost always sleeping. Its main food is skipjack tuna. Wakes up very grumpily and may attack, so be careful.",3,6,2,3,6,120,1,0,30,20,180,30,20,180,None,None,None,None
86,Green Pirate Penguin,"Evolved form of Green Robber Penguin. If it senses any danger, it goes on a rampage. Quite smart, and its main food is yellowtail tuna.",2,6,2,3,6,120,1,0,30,20,180,30,20,180,None,None,None,None
87,Yellow Pirate Penguin,Evolved form of Yellow Robber Penguin. They say that its odd behavior increases along with its growth. Its main food is mackerel.,4,6,2,3,6,120,1,0,30,20,180,30,20,180,None,None,None,None
88,Black Pirate Penguin,"Evolved form of Black Robber Penguin. It can't catch fish on its own, so it steals them from fishermen's nets or takes other animals' food. Its favorite food is sea bream.",5,6,2,3,6,120,1,0,30,20,180,30,20,180,None,None,None,None
89,Red Hermit Crab,Giant red hermit crab. Aggressively attacks by ramming with its hard shell. Legends say you'll get good luck if you drink broth made by boiling its shell.,1,6,1,1,5,250,1,0,50,180,0,50,180,0,None,None,None,None
90,Blue Hermit Crab,Giant blue hermit crab. It loves coconuts but hates humans. Legends say you'll get good luck if you drink broth made by boiling its shell.,3,6,1,1,5,250,1,0,50,180,0,50,180,0,None,None,None,None
91,Green Hermit Crab,Giant green hermit crab. It's extremely wary and doesn't show itself to humans. Legends say you'll get good luck if you drink broth made by boiling its shell.,2,6,1,1,5,250,1,0,50,180,0,50,180,0,None,None,None,None
92,Yellow Hermit Crab,Giant yellow hermit crab. Its shiny shell is a popular item for interior design. Legends say you'll get good luck if you drink broth made by boiling its shell.,4,6,1,1,5,250,1,0,50,180,0,50,180,0,None,None,None,None
93,Black Hermit Crab,"Giant black hermit crab. Its hard shell can be worn, as is, as a helmet. Legends say you'll get good luck if you drink broth made by boiling its shell.",5,6,1,1,5,250,1,0,50,180,0,50,180,0,None,None,None,None
94,Rainbow Hermit Crab,Giant rainbow hermit crab. It's highly rare and very few can be found on the ocean floor. Legends say you'll get good luck if you drink broth made by boiling its shell.,5,6,2,3,5,250,1,0,50,280,0,50,150,0,None,None,None,None
95,Red Armored Crab,"Giant ferocious red armored crab. Its powerful claws can crush a galleon. It brings good luck but, despite its size, doesn't have much meat on it for eating.",1,6,2,2,5,500,1,0,50,300,0,50,300,0,None,None,None,None
96,Blue Armored Crab,"Giant ferocious blue armored crab. Its shell is so hard that weapons can't penetrate it. It brings good luck but, despite its size, doesn't have much meat on it for eating.",3,6,2,2,5,500,1,0,50,300,0,50,300,0,None,None,None,None
97,Green Armored Crab,"Giant ferocious green armored crab. It's very territorial and attacks anything that approaches. It brings good luck but, despite its size, doesn't have much meat on it for eating.",2,6,2,2,5,500,1,0,50,300,0,50,300,0,None,None,None,None
98,Yellow Armored Crab,"Giant ferocious yellow armored crab. Its shiny shell is as beautiful as a precious gem. It brings good luck but, despite its size, doesn't have much meat on it for eating.",4,6,2,2,5,500,1,0,50,300,0,50,300,0,None,None,None,None
99,Black Armored Crab,"Giant ferocious black armored crab. Its hard black shell can be used to make armor. It brings good luck but, despite its size, doesn't have much meat on it for eating.",5,6,2,2,5,500,1,0,50,300,0,50,300,0,None,None,None,None
100,Red Striped Dragon,Red striped dragon. Eating one of its scales is said to grant new strength. It's the fiercest of all the giant Neptunians.,1,6,3,12,4,2000,1,0,500,500,50,500,500,50,None,None,None,None
101,Blue Striped Dragon,Blue striped dragon. Eating one of its scales is said to grant new strength. It swims so quickly that no one has ever actually seen it.,3,6,3,12,4,2000,1,0,500,500,50,500,500,50,None,None,None,None
102,Green Striped Dragon,"Green striped dragon. Eating one of its scales is said to grant new strength. As an herbivore, it is the most gentle-natured of all dragons.",2,6,3,12,4,2000,1,0,500,500,50,500,500,50,None,None,None,None
103,Yellow Striped Dragon,Yellow striped dragon. Eating one of its scales is said to grant new strength. It is said to have the intelligence of humans.,4,6,3,12,4,2000,1,0,500,500,50,500,500,50,None,None,None,None
104,Black Striped Dragon,Black striped dragon. Eating one of its scales is said to grant new strength. It has an extremely ferocious nature.,5,6,3,12,4,2000,1,0,500,500,50,500,500,50,None,None,None,None
105,Red Treasure Turtle,Giant red-shelled turtle. It instinctively slams into anything that shines. It improves brain functioning if cooked and eaten.,1,5,3,1,6,1500,1,0,100,10,10,100,10,10,None,None,None,None
106,Blue Treasure Turtle,"Giant blue-shelled turtle. Unlike other turtles, it can move quickly even on land. It improves brain functioning if cooked and eaten.",3,5,3,1,6,1500,1,0,100,10,10,100,10,10,None,None,None,None
107,Green Treasure Turtle,Giant green-shelled turtle. It gathers with others on the same beach and lays a large number of eggs. It improves brain functioning if cooked and eaten.,2,5,3,1,6,1500,1,0,100,10,10,100,10,10,None,None,None,None
108,Yellow Treasure Turtle,"Giant yellow-shelled turtle. Because of its incautious nature, it can sometimes be found sunbathing on the beach. It improves brain functioning if cooked and eaten.",4,5,3,1,6,1500,1,0,100,10,10,100,10,10,None,None,None,None
109,Black Treasure Turtle,"Giant black-shelled turtle. It floats on the surface, pretending to be dead, and then bites whatever touches it. It improves brain functioning if cooked and eaten.",5,5,3,1,6,1500,1,0,100,10,10,100,10,10,None,None,None,None
110,Red Daimyo Turtle,"Hundred-year-old red-shelled turtle. Some places still have fables about it spitting fire. As food, it's highly nutritious and can improve memory. ",1,5,4,2,5,15000,1,0,500,20,20,500,20,20,None,None,None,None
111,Blue Daimyo Turtle,"Hundred-year-old blue-shelled turtle. If approached, it pulls in its limbs and spins fast to intimidate. As food, it's highly nutritious and can improve memory. ",3,5,4,2,5,15000,1,0,500,20,20,500,20,20,None,None,None,None
112,Green Daimyo Turtle,"Hundred-year-old green-shelled turtle. It can propel itself out of water to capture its prey on the surface. As food, it's highly nutritious and can improve memory. ",2,5,4,2,5,15000,1,0,500,20,20,500,20,20,None,None,None,None
113,Yellow Daimyo Turtle,"Hundred-year-old yellow-shelled turtle. When it locates a ship, it swims around the area. As food, it's highly nutritious and can improve memory. ",4,5,4,2,5,15000,1,0,500,20,20,500,20,20,None,None,None,None
114,Black Daimyo Turtle,"Hundred-year-old black-shelled turtle. It floats to the surface of the ocean at night and submerges back in the morning. As food, it's highly nutritious and can improve memory.",5,5,4,2,5,15000,1,0,500,20,20,500,20,20,None,None,None,None
115,Sea Pony,"A very delicious type of fish. Very expensive due to the difficulty in catching it. Besides being very nutritious, it's a great source for evolving new types of fish.",4,6,1,2,5,50,1,0,20,20,20,20,20,10,None,None,None,None
116,Sea Colt,"Evolved Sea Pony and extremely delicious. Since they're hard to even find, it's an ultra-luxury food item that most will never taste. Highly effective as a restorative drug.",4,6,2,4,5,200,1,0,50,50,50,50,50,20,None,None,None,None
117,Sea Horse,"Evolved Sea Colt and legendary material. So delicious that once you eat it, you'll never be able to eat another fish. Eat it and you'll never suffer from any illness again.",4,6,3,6,4,500,1,0,100,100,100,100,100,40,None,None,None,None
118,Sea Stallion,Legendary creature said to be the guardian of the sea. No one knows where it lives. It is said to confer long life.,4,6,4,8,4,1000,1,0,150,150,150,150,150,60,None,None,None,None
189,Red Elder Turtle,Thousand-year-old red-shelled turtle. Records say it moved an island after colliding into it. Its shell is used to make medicine for improving intelligence.,1,5,5,4,4,150000,1,0,1000,30,30,1000,30,30,None,None,None,None
